title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc
Vulcania,2015,Missing,Missing,insufficient sample,5.0,Missing,Missing
Caprice,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
AurÃ©lie Laflamme: Les pieds sur terre,2015,insufficient sample,3.0,Missing,Missing,Missing,Missing
"Nativity 3: Dude, Where's My Donkey?!",2014,Missing,Missing,insufficient sample,9.0,Missing,Missing
7:35 de la maÃ±ana,2003,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Deadly Revenge,2013,insufficient sample,3.0,insufficient sample,8.0,Missing,Missing
That's Not Us,2015,Missing,Missing,Missing,Missing,Missing,Missing
Les Ãªtres chers,2015,Missing,Missing,0.32142857142857145,28.0,Missing,Missing
Middle Man,2017,insufficient sample,1.0,Missing,Missing,Missing,Missing
Ð”ÐœÐ‘,2000,Missing,Missing,insufficient sample,3.0,Missing,Missing
Galgameth,1997,Missing,Missing,insufficient sample,2.0,Missing,Missing
My Little Princess,2011,insufficient sample,6.0,Missing,Missing,Missing,Missing
Ð—Ð°ÐºÑ€Ñ‹Ñ‚Ñ‹Ðµ Ð¿Ñ€Ð¾Ñ�Ñ‚Ñ€Ð°Ð½Ñ�Ñ‚Ð²Ð°,2008,Missing,Missing,insufficient sample,2.0,Missing,Missing
RRRrrrr!!!,2004,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
íŒ�ë�„ë�¼,2016,Missing,Missing,insufficient sample,9.0,Missing,Missing
Song For a Raggy Boy,2003,Missing,Missing,insufficient sample,6.0,Missing,Missing
Ð¡Ñ‚Ð°Ñ€Ð¸Ðº Ð¸ Ð¼Ð¾Ñ€Ðµ,1999,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
One Hundredth of a Second,2006,Missing,Missing,insufficient sample,2.0,Missing,Missing
Ð�ÐµÐ±Ð¾. Ð¡Ð°Ð¼Ð¾Ð»Ñ‘Ñ‚. Ð”ÐµÐ²ÑƒÑˆÐºÐ°.,2002,Missing,Missing,insufficient sample,1.0,Missing,Missing
Ð–ÐµÑ�Ñ‚Ð¾ÐºÐ¾Ñ�Ñ‚ÑŒ,2007,Missing,Missing,Missing,Missing,Missing,Missing
Ð—Ð°Ð¼Ð¾Ðº,1994,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing
Ð‘Ð¾Ð¹ Ñ� Ð¢ÐµÐ½ÑŒÑŽ,2005,Missing,Missing,insufficient sample,4.0,Missing,Missing
Miles,2017,insufficient sample,1.0,insufficient sample,10.0,Missing,Missing
Smurfs: The Lost Village,2017,insufficient sample,2.0,0.3125,16.0,Missing,Missing
The Discovery,2017,0.4166666666666667,12.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Is That a Gun in Your Pocket?,2016,insufficient sample,3.0,insufficient sample,7.0,Missing,Missing
Big Jato,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
Rejected,2000,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Viceroy's House,2017,0.38461538461538464,13.0,0.25,24.0,Missing,Missing
å«Œç–‘äººXçš„çŒ®èº«,2017,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
The Zookeeper's Wife,2017,0.5,12.0,Missing,Missing,Missing,Missing
ÐžÐºÑ€Ð°Ð¸Ð½Ð°,1998,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Ð”Ð¸ÐºÐ¾Ðµ Ð¿Ð¾Ð»Ðµ,2008,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing
Yoroi: Samurai zombie,2008,Missing,Missing,Missing,Missing,Missing,Missing
Mangue Negro,2008,Missing,Missing,insufficient sample,1.0,Missing,Missing
Female Fight Club,2017,Missing,Missing,0.5833333333333334,12.0,Missing,Missing
Ithaca,2015,insufficient sample,6.0,insufficient sample,8.0,Missing,Missing
La Bionda,1993,Missing,Missing,insufficient sample,2.0,Missing,Missing
"All Governments Lie: Truth, Deception, and the Spirit of I.F. Stone",2016,insufficient sample,2.0,Missing,Missing,Missing,Missing
"Ã€ mon Ã¢ge, je me cache encore pour fumer",2016,Missing,Missing,insufficient sample,1.0,Missing,Missing
Louise en hiver,2016,Missing,Missing,insufficient sample,1.0,Missing,Missing
Senki szigete,2014,Missing,Missing,Missing,Missing,Missing,Missing
Lone Wolves,2016,Missing,Missing,Missing,Missing,Missing,Missing
Julie & Jack,2003,insufficient sample,9.0,insufficient sample,4.0,Missing,Missing
Eloise,2017,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing
Die kommenden Tage,2010,insufficient sample,5.0,0.5,12.0,Missing,Missing
Gifted,2017,insufficient sample,5.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
AtaÃºd blanco: El juego diabÃ³lico,2016,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Brave Miss World,2013,insufficient sample,2.0,Missing,Missing,Missing,Missing
Born to Race: Fast Track,2014,Missing,Missing,insufficient sample,10.0,Missing,Missing
Band of Brothers,2001,0.07692307692307693,13.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Hornblower: Loyalty,2003,Missing,Missing,Missing,Missing,Missing,Missing
Teen Titans: The Judas Contract,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
The Champions,2015,Missing,Missing,Missing,Missing,Missing,Missing
Going Under,2004,Missing,Missing,insufficient sample,2.0,Missing,Missing
Johanneksen leipÃ¤puu,1994,Missing,Missing,Missing,Missing,Missing,Missing
Louis C.K. 2017,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
De Premier,2016,insufficient sample,6.0,insufficient sample,8.0,Missing,Missing
24,2016,insufficient sample,6.0,Missing,Missing,Missing,Missing
Neitoperho,1997,Missing,Missing,Missing,Missing,Missing,Missing
CantÃ¡brico: Los dominios del oso pardo,2017,Missing,Missing,Missing,Missing,Missing,Missing
Un lugar en el mundo,1992,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Habibie & Ainun,2012,Missing,Missing,Missing,Missing,Missing,Missing
Aftermath,2017,0.3157894736842105,19.0,Missing,Missing,Missing,Missing
DrÃ¦berne fra Nibe,2017,insufficient sample,8.0,insufficient sample,7.0,Missing,Missing
Type O Negative: After Dark,1998,Missing,Missing,Missing,Missing,Missing,Missing
ã‚µã‚¤ãƒ‰ã‚¦ã‚§ã‚¤ã‚º,2009,Missing,Missing,insufficient sample,3.0,Missing,Missing
Dwa ognie,2010,Missing,Missing,Missing,Missing,Missing,Missing
The Making of 'The Bridge on the River Kwai',2000,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing
The Baker,2007,insufficient sample,9.0,Missing,Missing,Missing,Missing
The Secret Scripture,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Bigfoot Project,2017,Missing,Missing,Missing,Missing,Missing,Missing
The Case for Christ,2017,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing
1 Mile to You,2017,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing
Spark: A Space Tail,2017,insufficient sample,3.0,insufficient sample,9.0,Missing,Missing
"Everything, Everything",2017,insufficient sample,1.0,0.6363636363636364,11.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Diary of a Wimpy Kid: The Long Haul,2017,insufficient sample,5.0,Missing,Missing,0,Fewer than two women in this movie
FÃ©licitÃ©,2017,Missing,Missing,Missing,Missing,Missing,Missing
Twin Peaks: Fire Walk with Me - The Missing Pieces,2014,insufficient sample,6.0,0.4,15.0,Missing,Missing
ã�—ã�‚ã‚�ã�›ã�®ãƒ‘ãƒ³,2012,Missing,Missing,Missing,Missing,Missing,Missing
Wir sind die Flut,2016,Missing,Missing,insufficient sample,6.0,Missing,Missing
æ¹¯ã‚’æ²¸ã�‹ã�™ã�»ã�©ã�®ç†±ã�„æ„›,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
Ð¢Ð°Ð½Ñ†Ñ‹ Ð½Ð°Ñ�Ð¼ÐµÑ€Ñ‚ÑŒ,2017,Missing,Missing,insufficient sample,1.0,Missing,Missing
Ð’Ñ€ÐµÐ¼Ñ� Ð¿ÐµÑ€Ð²Ñ‹Ñ…,2017,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing
å°‘å¥³,2016,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing
Baywatch,2017,0.16129032258064516,31.0,0.5862068965517241,29.0,1,"There are two or more women in this movie, but they don't talk to each other"
Unforgettable,2017,insufficient sample,9.0,Missing,Missing,Missing,Missing
Snatched,2017,0.5714285714285714,28.0,0.4146341463414634,41.0,Missing,Missing
Replica,2005,insufficient sample,6.0,insufficient sample,1.0,Missing,Missing
Type O Negative: Symphony for the Devil,2006,Missing,Missing,Missing,Missing,Missing,Missing
Superbia,2016,Missing,Missing,Missing,Missing,Missing,Missing
The Mummy,2017,0.16,25.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
Verschwende deine Jugend,2003,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
The New Swiss Family Robinson,1998,insufficient sample,5.0,insufficient sample,5.0,Missing,Missing
From a House on Willow Street,2017,insufficient sample,4.0,Missing,Missing,Missing,Missing
Life-Size,2000,insufficient sample,7.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Stilleben,1997,Missing,Missing,Missing,Missing,Missing,Missing
Adama,2015,Missing,Missing,Missing,Missing,Missing,Missing
Taxandria,1994,Missing,Missing,insufficient sample,5.0,Missing,Missing
In Memory of My Father,2005,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
1:54,2016,insufficient sample,4.0,0.18181818181818182,11.0,Missing,Missing
The Sweet Life,2016,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing
Back to the Well: 'Clerks II',2006,insufficient sample,6.0,Missing,Missing,Missing,Missing
GefÃ¤ngnisbilder,2000,insufficient sample,2.0,Missing,Missing,Missing,Missing
Secuestro,2016,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
Granny O'Grimm's Sleeping Beauty,2008,Missing,Missing,Missing,Missing,Missing,Missing
The Fate of the Furious,2017,Missing,Missing,0.44642857142857145,56.0,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
CÃ©zanne et moi,2016,insufficient sample,5.0,insufficient sample,8.0,Missing,Missing
After Porn Ends 2,2017,Missing,Missing,insufficient sample,10.0,Missing,Missing
Burning Sands,2017,insufficient sample,1.0,insufficient sample,9.0,2,"There are two or more women in this movie, but they only talk to each other about a man"
SCOOP!,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
æˆ‘ä¸�æ˜¯æ½˜é‡‘èŽ²,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
Yip Man chinchyun,2010,Missing,Missing,Missing,Missing,Missing,Missing
Teleios,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
Tout de suite maintenant,2016,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
Sandy Wexler,2017,insufficient sample,9.0,Missing,Missing,Missing,Missing
Walking with the Enemy,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing
Extortion,2017,Missing,Missing,insufficient sample,8.0,Missing,Missing
The Swan Princess Christmas,2012,Missing,Missing,Missing,Missing,Missing,Missing
Betting on Zero,2017,insufficient sample,3.0,Missing,Missing,Missing,Missing
Judging Japan,2016,Missing,Missing,Missing,Missing,Missing,Missing
Die SchÃ¶pfer der Einkaufswelten,2001,insufficient sample,2.0,Missing,Missing,Missing,Missing
Here Alone,2016,insufficient sample,5.0,insufficient sample,3.0,Missing,Missing
London Spy,2015,insufficient sample,1.0,0.47058823529411764,17.0,1,"There are two or more women in this movie, but they don't talk to each other"
The Transfiguration,2017,Missing,Missing,insufficient sample,5.0,Missing,Missing
"Sweet, Sweet Lonely Girl",2016,insufficient sample,2.0,Missing,Missing,Missing,Missing
The Rift,2016,Missing,Missing,insufficient sample,5.0,Missing,Missing
Another Evil,2017,Missing,Missing,insufficient sample,4.0,Missing,Missing
ä¸€é¡µå�°åŒ—,2010,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Win It All,2017,insufficient sample,4.0,insufficient sample,9.0,Missing,Missing
Captain Underpants: The First Epic Movie,2017,insufficient sample,1.0,0.3076923076923077,13.0,1,"There are two or more women in this movie, but they don't talk to each other"
3 Idiotas,2017,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing
Band Aid,2017,insufficient sample,5.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
It Comes at Night,2017,insufficient sample,5.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Megan Leavey,2017,0.36363636363636365,11.0,0.4166666666666667,24.0,Missing,Missing
My Cousin Rachel,2017,0.6,25.0,0.38095238095238093,21.0,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
I Love You Both,2017,Missing,Missing,insufficient sample,4.0,Missing,Missing
11:55,2017,insufficient sample,5.0,insufficient sample,6.0,Missing,Missing
Cars 3,2017,0.07692307692307693,13.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Maudie,2017,Missing,Missing,Missing,Missing,Missing,Missing
ãƒ�ã‚¤ã‚ªãƒ�ã‚¶ãƒ¼ãƒ‰ ãƒ´ã‚§ãƒ³ãƒ‡ãƒƒã‚¿,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
Secrets of the Summer House,2008,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
Mad Families,2017,insufficient sample,3.0,0.3076923076923077,13.0,Missing,Missing
Les Fausses confidences,2017,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
From the Sea to the Land Beyond,2012,Missing,Missing,Missing,Missing,Missing,Missing
Boyka: Undisputed IV,2016,0.15384615384615385,13.0,Missing,Missing,Missing,Missing
Titanics Ti Liv,2007,Missing,Missing,Missing,Missing,Missing,Missing
Den siste revejakta,2008,insufficient sample,2.0,0.35294117647058826,17.0,Missing,Missing
De ontsnapping,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Hotell E,1992,Missing,Missing,Missing,Missing,Missing,Missing
The Marine 5: Battleground,2017,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing
The Covenant,2017,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
Horror Story,2013,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
The Recovered,2008,insufficient sample,4.0,Missing,Missing,Missing,Missing
Mini's First Time,2006,insufficient sample,2.0,Missing,Missing,Missing,Missing
Shala,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing
Toshi wo totta wani,2005,Missing,Missing,Missing,Missing,Missing,Missing
Rufus,2016,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing
Rufus 2,2017,insufficient sample,3.0,insufficient sample,3.0,Missing,Missing
The Book of Henry,2017,0.4,15.0,0.5,20.0,Missing,Missing
Planet Earth II,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing
ã�“ã�®ä¸–ç•Œã�®ç‰‡éš…ã�«,2016,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Parfait amour!,1996,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Hametsu No Mars,2005,insufficient sample,1.0,Missing,Missing,Missing,Missing
The Hero,2017,insufficient sample,6.0,insufficient sample,10.0,Missing,Missing
Sepultura: Under Siege (Live in Barcelona),1991,Missing,Missing,Missing,Missing,Missing,Missing
11 Blocks,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing
Citizen Jane: Battle for the City,2017,Missing,Missing,Missing,Missing,Missing,Missing
Frauen Ã¼ber R. W. Fassbinder,1992,Missing,Missing,insufficient sample,3.0,Missing,Missing
Drain the Titanic,2016,Missing,Missing,insufficient sample,1.0,Missing,Missing
Paris-Willouby,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
La lingua del santo,2000,insufficient sample,1.0,Missing,Missing,Missing,Missing
Kubrick Remembered,2014,Missing,Missing,Missing,Missing,Missing,Missing
The Wall,2017,Missing,Missing,insufficient sample,3.0,Missing,Missing
Without Evidence,1995,insufficient sample,5.0,Missing,Missing,Missing,Missing
True Identity,1991,insufficient sample,5.0,insufficient sample,6.0,Missing,Missing
Maquinaria Panamericana,2016,Missing,Missing,Missing,Missing,Missing,Missing
Diamond Cartel,2017,Missing,Missing,Missing,Missing,Missing,Missing
I 2 soliti idioti,2012,Missing,Missing,Missing,Missing,Missing,Missing
The Anatomy of Hate,2009,Missing,Missing,Missing,Missing,Missing,Missing
Korgoth of Barbaria,2006,Missing,Missing,insufficient sample,3.0,Missing,Missing
Î†Ï†Ï„ÎµÏ�Î»Ï‰Î²,2017,Missing,Missing,Missing,Missing,Missing,Missing
Fuera de carta,2008,Missing,Missing,insufficient sample,4.0,Missing,Missing
Only For One Night,2016,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Phoenix Forgotten,2017,insufficient sample,8.0,insufficient sample,3.0,Missing,Missing
Pieles,2017,Missing,Missing,insufficient sample,6.0,Missing,Missing
The Immortal Life of Henrietta Lacks,2017,insufficient sample,3.0,Missing,Missing,Missing,Missing
Kiehumispiste,2017,Missing,Missing,Missing,Missing,Missing,Missing
The Movie Hero,2003,Missing,Missing,insufficient sample,3.0,Missing,Missing
The Irresistible Blueberry Farm,2016,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Tommy's Honour,2017,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing
My Way: The Rise and Fall of Silvio Berlusconi,2016,Missing,Missing,Missing,Missing,Missing,Missing
